entity:ID,name,type,frequency,:LABEL
674,rs5746092,Mutation,1,Mutation
675,SOD2,Gene,63,Gene
676,rs2758343,Mutation,2,Mutation
677,CP,Gene,13,Gene
678,APOB,Gene,39,Gene
679,FTO,Gene,21,Gene
680,MC4R,Gene,3,Gene
681,rs9939609,Mutation,15,Mutation
682,Thyroid Neoplasms,Disease,96,Disease
683,CCL17,Gene,6,Gene
684,CCL18,Gene,3,Gene
685,DDIT4,Gene,8,Gene
686,Sleep Initiation and Maintenance Disorders,Disease,570,Disease
687,BPIFB4,Gene,5,Gene
688,XRCC1,Gene,14,Gene
689,SIRT4,Gene,26,Gene
690,NFASC,Gene,11,Gene
691,Tooth Diseases,Disease,7,Disease
692,MTHFR,Gene,34,Gene
693,PGC,Gene,3,Gene
694,GAST,Gene,20,Gene
695,DTX3L,Gene,6,Gene
696,PARP14,Gene,2,Gene
697,PARP9,Gene,3,Gene
698,GDF11,Gene,18,Gene
699,CPT1A,Gene,9,Gene
700,COL1A1,Gene,26,Gene
701,NAMPT,Gene,49,Gene
702,TAT,Gene,46,Gene
703,MME,Gene,42,Gene
704,Diabetic Nephropathies,Disease,242,Disease
705,Alcoholism,Disease,180,Disease
706,MIR132,RNA,5,RNA
707,MIR223,RNA,1,RNA
708,MIR326,RNA,1,RNA
709,MBTD1,Gene,3,Gene
710,Fructosamine,Carbohydrate,37,Carbohydrate
711,TALAM1,RNA,6,RNA
712,MALAT1,RNA,22,RNA
713,Galactose,Carbohydrate,22,Carbohydrate
714,N-Acetylneuraminic Acid,Carbohydrate,62,Carbohydrate
715,Acetylglucosamine,Carbohydrate,4,Carbohydrate
716,Polysaccharides,Carbohydrate,99,Carbohydrate
717,Monosaccharides,Carbohydrate,16,Carbohydrate
718,Disaccharides,Carbohydrate,16,Carbohydrate
719,Fructose,Carbohydrate,48,Carbohydrate
720,Irritable Bowel Syndrome,Disease,47,Disease
721,Nadroparin,Carbohydrate,10,Carbohydrate
722,Lactose,Carbohydrate,22,Carbohydrate
723,"Heparin, Low-Molecular-Weight",Carbohydrate,98,Carbohydrate
724,Enoxaparin,Carbohydrate,69,Carbohydrate
725,Acarbose,Carbohydrate,25,Carbohydrate
726,Etoposide,Carbohydrate,51,Carbohydrate
727,"Fatty Acids, Nonesterified",Lipid,59,Lipid
728,Lactulose,Carbohydrate,8,Carbohydrate
729,Sorbitol,Carbohydrate,11,Carbohydrate
730,Sphingomyelins,Carbohydrate;Lipid,26,Carbohydrate;Lipid
731,"Fatty Acids, Omega-3",Lipid,187,Lipid
732,Hypertriglyceridemia,Disease,82,Disease
733,Lysophosphatidylcholines,Lipid,6,Lipid
734,Sphingolipids,Lipid,74,Lipid
735,Leg Ulcer,Disease,28,Disease
736,Glaucoma,Disease,280,Disease
737,Travoprost,Lipid,1,Lipid
738,Bimatoprost,Lipid,1,Lipid
739,3-Hydroxybutyric Acid,Lipid,8,Lipid
740,Phospholipids,Lipid,91,Lipid
741,Migraine with Aura,Disease,21,Disease
742,Diglycerides,Lipid,7,Lipid
743,Oxysterols,Lipid,8,Lipid
744,Smith-Lemli-Opitz Syndrome,Disease,2,Disease
745,Atorvastatin,Lipid,100,Lipid
746,Thioctic Acid,Lipid,20,Lipid
747,Brain Ischemia,Disease,88,Disease
748,Capsaicin,Lipid,58,Lipid
749,Insulin Lispro,Peptide,6,Peptide
750,Daptomycin,Lipid;Peptide,9,Lipid;Peptide
751,Vancomycin,Carbohydrate;Peptide,37,Carbohydrate;Peptide
752,Gentamicins,Carbohydrate,40,Carbohydrate
753,HMOX1,Gene,33,Gene
754,Glutathione Disulfide,Peptide,10,Peptide
755,Nivolumab,Protein,17,Protein
756,Ipilimumab,Protein,10,Protein
757,rs4988300,Mutation,9,Mutation
758,LRP5,Gene,12,Gene
759,Ranibizumab,Protein,10,Protein
760,Bevacizumab,Protein,64,Protein
761,rs634008,Mutation,6,Mutation
762,rs2420915,Mutation,4,Mutation
763,rs6430491,Mutation,3,Mutation
764,rs2593704,Mutation,2,Mutation
765,rs104893877,Mutation,14,Mutation
766,rs768838511,Mutation,2,Mutation
767,rs749476922,Mutation,2,Mutation
768,PLA2G6,Gene,9,Gene
769,rs199935023,Mutation,2,Mutation
770,rs7903146,Mutation,12,Mutation
771,rs7902146,Mutation,7,Mutation
772,TCF7L2,Gene,13,Gene
773,rs917997,Mutation,2,Mutation
774,rs20544,Mutation,2,Mutation
775,rs9340799,Mutation,1,Mutation
776,rs2736122,Mutation,4,Mutation
777,rs2853668,Mutation,4,Mutation
778,rs10757278,Mutation,10,Mutation
779,rs944045,Mutation,2,Mutation
780,rs1256062,Mutation,2,Mutation
781,rs10144225,Mutation,2,Mutation
782,rs2274705,Mutation,2,Mutation
783,Peripheral Vascular Diseases,Disease,117,Disease
784,rs1333049,Mutation,11,Mutation
785,rs1079866,Mutation,2,Mutation
786,rs7821178,Mutation,2,Mutation
787,rs7069102,Mutation,7,Mutation
788,rs2517388,Mutation,2,Mutation
789,rs2273773,Mutation,8,Mutation
790,rs2222823,Mutation,2,Mutation
791,rs2811712,Mutation,3,Mutation
792,rs429358,Mutation,3,Mutation
793,rs7412,Mutation,4,Mutation
794,ACE2,Gene,71,Gene
795,Lewy Body Disease,Disease,81,Disease
796,TARDBP,Gene,83,Gene
797,Hypocalcemia,Disease,36,Disease
798,Denosumab,Protein,54,Protein
799,"Graft Occlusion, Vascular",Disease,9,Disease
800,Malaria,Disease,100,Disease
801,Endometriosis,Disease,52,Disease
802,rs2016347,Mutation,6,Mutation
803,"Leishmaniasis, Visceral",Disease,8,Disease
804,Hyperuricemia,Disease,140,Disease
805,"Thyroid Carcinoma, Anaplastic",Disease,17,Disease
806,PTCSC3,RNA,6,RNA
807,H1-4,Gene,1,Gene
808,RUFY3,Gene,6,Gene
809,Fluorodeoxyglucose F18,Carbohydrate,49,Carbohydrate
810,Hematoma,Disease,108,Disease
811,"Hematoma, Subdural, Chronic",Disease,41,Disease
812,Polyneuropathies,Disease,64,Disease
813,TTR,Gene,84,Gene
814,SIRT6,Gene,219,Gene
815,"Angina, Stable",Disease,26,Disease
816,CAMSAP3,Gene,6,Gene
817,Neuroaxonal Dystrophies,Disease,16,Disease
818,KLK11,Gene,7,Gene
819,Neuronal Ceroid-Lipofuscinoses,Disease,39,Disease
820,"Metabolism, Inborn Errors",Disease,51,Disease
821,TPP1,Gene,11,Gene
822,Valproic Acid,Lipid,108,Lipid
823,Long QT Syndrome,Disease,45,Disease
824,NOTCH3,Gene,28,Gene
825,rs201118034,Mutation,6,Mutation
826,Viremia,Disease,41,Disease
827,Blister,Disease,41,Disease
828,BRAF,Gene,30,Gene
829,Encephalomyelitis,Disease,1,Disease
830,Optic Neuritis,Disease,14,Disease
831,WWP1,Gene,17,Gene
832,WNT5A,Gene,6,Gene
833,Pulmonary Emphysema,Disease,10,Disease
834,SERPINA1,Gene,18,Gene
835,SLC5A2,Gene,45,Gene
836,AHR,Gene,18,Gene
837,Oils,Lipid,20,Lipid
838,rs25487,Mutation,3,Mutation
839,"Carcinoma, Squamous Cell",Disease,250,Disease
840,"Leukoplakia, Oral",Disease,1,Disease
841,MIF,Gene,9,Gene
842,GDF15,Gene,56,Gene
843,Glycosides,Carbohydrate,10,Carbohydrate
844,Langer-Giedion Syndrome,Disease,2,Disease
845,PWRN2,RNA,6,RNA
846,Lung Injury,Disease,70,Disease
847,Colonic Polyps,Disease,17,Disease
848,NGF,Gene,39,Gene
849,SLC6A3,Gene,16,Gene
850,Infarction,Disease,373,Disease
851,Leukoencephalopathies,Disease,362,Disease
852,Hodgkin Disease,Disease,133,Disease
853,Bleomycin,Carbohydrate;Peptide,52,Carbohydrate;Peptide
854,Synucleinopathies,Disease,35,Disease
855,Infertility,Disease,6,Disease
856,SERPINC1,Gene,2,Gene
857,ACTN3,Gene,7,Gene
858,rs1815739,Mutation,10,Mutation
859,MGLL,Gene,10,Gene
860,Arachidonic Acid,Lipid,58,Lipid
861,Fragile X Syndrome,Disease,74,Disease
862,Trastuzumab,Protein,73,Protein
863,Cardiotoxicity,Disease,157,Disease
864,SELENOP,Gene,6,Gene
865,Myocardial Reperfusion Injury,Disease,2,Disease
866,Pleural Effusion,Disease,87,Disease
867,TSC2,Gene,7,Gene
868,rs34245038,Mutation,3,Mutation
869,Dental Plaque,Disease,4,Disease
870,Polymyositis,Disease,22,Disease
871,"Lung Diseases, Interstitial",Disease,53,Disease
872,Dermatomyositis,Disease,33,Disease
873,TRPA1,Gene,15,Gene
874,Esophageal Neoplasms,Disease,71,Disease
875,rs421016,Mutation,4,Mutation
876,Intellectual Disability,Disease,133,Disease
877,Multiple Sclerosis,Disease,255,Disease
878,MIR182,RNA,7,RNA
879,KITLG,Gene,14,Gene
880,ANGPTL2,Gene,24,Gene
881,Hearing Loss,Disease,469,Disease
882,"Epilepsy, Temporal Lobe",Disease,59,Disease
883,H19,RNA,53,RNA
884,IDUA,Gene,7,Gene
885,rs6831280,Mutation,1,Mutation
886,LPA,Gene,8,Gene
887,Adenocarcinoma,Disease,167,Disease
888,Herpes Zoster,Disease,17,Disease
889,CYP11B2,Gene,14,Gene
890,Spinal Stenosis,Disease,35,Disease
891,Spinal Diseases,Disease,37,Disease
892,F2RL1,Gene,5,Gene
893,rs121434569,Mutation,1,Mutation
894,"Tooth, Impacted",Disease,30,Disease
895,Paraneoplastic Syndromes,Disease,28,Disease
896,Solitary Fibrous Tumors,Disease,5,Disease
897,IGF2,Gene,30,Gene
898,CTC1,Gene,4,Gene
899,Psoriasis,Disease,185,Disease
900,"Hypertrophy, Left Ventricular",Disease,135,Disease
901,Topiramate,Carbohydrate,22,Carbohydrate
902,IGFBP7,Gene,13,Gene
903,JAK1,Gene,3,Gene
904,Crohn Disease,Disease,96,Disease
905,DIAPH1,Gene,3,Gene
906,Lipid Metabolism Disorders,Disease,51,Disease
907,"Cardiomyopathy, Dilated",Disease,162,Disease
908,DCTN1,Gene,3,Gene
909,rs886039227,Mutation,3,Mutation
910,Weight Loss,Disease,782,Disease
911,GADD45B,Gene,4,Gene
912,MAPK9,Gene,9,Gene
913,Atrial Remodeling,Disease,16,Disease
914,Kearns-Sayre Syndrome,Disease,11,Disease
915,gamma-Linolenic Acid,Lipid,13,Lipid
916,Weight Gain,Disease,176,Disease
917,Mucopolysaccharidosis III,Disease,42,Disease
918,Heparitin Sulfate,Carbohydrate,38,Carbohydrate
919,Lysosomal Storage Diseases,Disease,74,Disease
920,Sclerosis,Disease,183,Disease
921,Drug Overdose,Disease,79,Disease
922,Brugada Syndrome,Disease,26,Disease
923,Paralysis,Disease,159,Disease
924,PMP22,Gene,15,Gene
925,Retinal Degeneration,Disease,169,Disease
926,Urinary Incontinence,Disease,404,Disease
927,Hemophilia B,Disease,15,Disease
928,TERC,RNA,27,RNA
929,rs12696304,Mutation,3,Mutation
930,Epstein-Barr Virus Infections,Disease,29,Disease
931,Progeria,Disease,343,Disease
932,Citrullinemia,Disease,1,Disease
933,ASS1,Gene,3,Gene
934,"Aging, Premature",Disease,109,Disease
935,"Urea Cycle Disorders, Inborn",Disease,1,Disease
936,HTT,Gene,52,Gene
937,Pancreatitis,Disease,180,Disease
938,MFN2,Gene,15,Gene
939,Digoxin,Carbohydrate,117,Carbohydrate
940,PRL,Gene,64,Gene
941,Chiari-Frommel Syndrome,Disease,41,Disease
942,LBP,Gene,10,Gene
943,THBD,Gene,5,Gene
944,Frontotemporal Lobar Degeneration,Disease,22,Disease
945,Hepatitis C,Disease,217,Disease
946,SPP1,Gene,78,Gene
947,LGR5,Gene,8,Gene
948,FXN,Gene,10,Gene
949,Friedreich Ataxia,Disease,14,Disease
950,LILRB1,Gene,5,Gene
951,IFNA1,Gene,16,Gene
952,Deglutition Disorders,Disease,370,Disease
953,Lisinopril,Peptide,32,Peptide
954,ITLN1,Gene,14,Gene
955,Olfaction Disorders,Disease,103,Disease
956,SNCA,Gene,24,Gene
957,rs11931074,Mutation,5,Mutation
958,ACLY,Gene,9,Gene
959,POSTN,Gene,23,Gene
960,Hypoalbuminemia,Disease,73,Disease
961,Ossification of Posterior Longitudinal Ligament,Disease,65,Disease
962,White Dot Syndromes,Disease,6,Disease
963,Lipofuscin,Lipid,85,Lipid
964,FGF2,Gene,7,Gene
965,Cartilage Diseases,Disease,115,Disease
966,Prostaglandins,Lipid,88,Lipid
967,RECQL,Gene,14,Gene
968,Musculoskeletal Diseases,Disease,304,Disease
969,SAG,Gene,1,Gene
970,RPTOR,Gene,9,Gene
971,Proteinuria,Disease,240,Disease
972,IGF1R,Gene,29,Gene
973,AHSG,Gene,14,Gene
974,AVP,Gene,22,Gene
975,Carcinoid Tumor,Disease,27,Disease
976,Vipoma,Disease,7,Disease
977,Neuroendocrine Tumors,Disease,44,Disease
978,Diarrhea,Disease,226,Disease
979,von Willebrand Diseases,Disease,60,Disease
980,MAP2K4,Gene,3,Gene
981,Octreotide,Peptide,61,Peptide
982,rs1801131,Mutation,12,Mutation
983,Arthralgia,Disease,99,Disease
984,COL18A1,Gene,11,Gene
985,rs13038305,Mutation,11,Mutation
986,Fish Oils,Lipid,67,Lipid
987,Sick Sinus Syndrome,Disease,49,Disease
988,IAPP,Gene,47,Gene
989,Amyotrophic Lateral Sclerosis,Disease,280,Disease
990,Hypercholesterolemia,Disease,182,Disease
991,CADASIL,Disease,7,Disease
992,SLC12A3,Gene,2,Gene
993,TERF1,Gene,37,Gene
994,Poisoning,Disease,16,Disease
995,Apnea,Disease,65,Disease
996,HCN1,Gene,4,Gene
997,Ghrelin,Peptide,83,Peptide
998,CTTN,Gene,6,Gene
999,RORA,Gene,7,Gene
1000,Emphysema,Disease,92,Disease
1001,Alemtuzumab,Protein,6,Protein
1002,"AIDS Arteritis, Central Nervous System",Disease,80,Disease
1003,Blood Glucose,Carbohydrate,28,Carbohydrate
1004,ACE,Gene,326,Gene
1005,Thyrotropin,Peptide,25,Peptide
1006,Surgical Wound Infection,Disease,18,Disease
1007,CCND1,Gene,40,Gene
1008,AFP,Gene,14,Gene
1009,Melkersson-Rosenthal Syndrome,Disease,9,Disease
1010,Inositol,Carbohydrate,13,Carbohydrate
1011,Tinzaparin,Carbohydrate,2,Carbohydrate
1012,NPPA,Gene,26,Gene
1013,Cyclosporine,Peptide,101,Peptide
1014,Muscular Dystrophies,Disease,84,Disease
1015,rs1346044,Mutation,5,Mutation
1016,Parathyroid Neoplasms,Disease,17,Disease
1017,S100B,Gene,5,Gene
1018,MAT1A,Gene,7,Gene
1019,"Death, Sudden, Cardiac",Disease,100,Disease
1020,rs10818488,Mutation,2,Mutation
1021,Arthritis,Disease,504,Disease
1022,rs5882,Mutation,13,Mutation
1023,Multiple Organ Failure,Disease,235,Disease
1024,Agnosia,Disease,22,Disease
1025,Retinal Vein Occlusion,Disease,64,Disease
1026,"Vasospasm, Intracranial",Disease,20,Disease
1027,"Blood Loss, Surgical",Disease,16,Disease
1028,Streptozocin,Carbohydrate,37,Carbohydrate
1029,Hereditary Breast and Ovarian Cancer Syndrome,Disease,159,Disease
1030,Fat Necrosis,Disease,42,Disease
1031,Bone Neoplasms,Disease,402,Disease
1032,Hypothalamic Neoplasms,Disease,158,Disease
1033,Tinnitus,Disease,100,Disease
1034,PON1,Gene,41,Gene
1035,"Dermatitis, Contact",Disease,9,Disease
1036,Pruritus,Disease,84,Disease
1037,Latanoprost,Lipid,4,Lipid
1038,Turner Syndrome,Disease,93,Disease
1039,PLAU,Gene,13,Gene
1040,"Glaucoma, Open-Angle",Disease,47,Disease
1041,Tooth Erosion,Disease,3,Disease
1042,Small Fiber Neuropathy,Disease,3,Disease
1043,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,59,Disease
1044,AGER,Gene,104,Gene
1045,Gout,Disease,156,Disease
1046,"Ventricular Dysfunction, Left",Disease,121,Disease
1047,TFF2,Gene,4,Gene
1048,Sleep Deprivation,Disease,70,Disease
1049,Hyperbilirubinemia,Disease,16,Disease
1050,"Jaundice, Chronic Idiopathic",Disease,7,Disease
1051,ABCC2,Gene,3,Gene
1052,rs777902199,Mutation,3,Mutation
1053,Small Cell Lung Carcinoma,Disease,37,Disease
1054,Psychomotor Disorders,Disease,83,Disease
1055,IBSP,Gene,2,Gene
1056,HGF,Gene,30,Gene
1057,RHOA,Gene,16,Gene
1058,Mitochondrial Encephalomyopathies,Disease,22,Disease
1059,"Acidosis, Lactic",Disease,23,Disease
1060,VIP,Gene,21,Gene
1061,CCND2,Gene,18,Gene
1062,Hyponatremia,Disease,174,Disease
1063,"Glomerulosclerosis, Focal Segmental",Disease,27,Disease
1064,Nephrotic Syndrome,Disease,88,Disease
1065,Body Weight Changes,Disease,4,Disease
1066,Pyruvate Carboxylase Deficiency Disease,Disease,1,Disease
1067,Cerebral Amyloid Angiopathy,Disease,281,Disease
1068,CYP27A1,Gene,4,Gene
1069,HFE,Gene,30,Gene
1070,Hemochromatosis,Disease,76,Disease
1071,Endometrial Neoplasms,Disease,91,Disease
1072,"Muscular Disorders, Atrophic",Disease,44,Disease
1073,EREG,Gene,46,Gene
1074,Tachycardia,Disease,90,Disease
1075,Angiodysplasia,Disease,45,Disease
1076,Aminoglycosides,Carbohydrate,50,Carbohydrate
1077,Glucosamine,Carbohydrate,33,Carbohydrate
1078,Idarubicin,Carbohydrate,16,Carbohydrate
1079,Gemfibrozil,Lipid,16,Lipid
1080,Disease Progression,Disease,64,Disease
1081,AGT,Gene,10,Gene
1082,"Angina, Unstable",Disease,42,Disease
1083,Lactose Intolerance,Disease,5,Disease
1084,GJA1,Gene,13,Gene
1085,ING1,Gene,2,Gene
1086,MAP3K4,Gene,3,Gene
1087,RAD50,Gene,8,Gene
1088,HSPB1,Gene,9,Gene
1089,HSF1,Gene,22,Gene
1090,BUB1B,Gene,9,Gene
1091,HSPD1,Gene,7,Gene
1092,DPP4,Gene,16,Gene
1093,SAA1,Gene,3,Gene
1094,LHB,Gene,4,Gene
1095,COL2A1,Gene,4,Gene
1096,ZYX,Gene,3,Gene
1097,EOMES,Gene,4,Gene
1098,MMP1,Gene,28,Gene
1099,TIMP1,Gene,9,Gene
1100,SMAD2,Gene,11,Gene
1101,EIF3E,Gene,2,Gene
1102,EIF3A,Gene,3,Gene
1103,COPS8,Gene,1,Gene
1104,NAA40,Gene,1,Gene
1105,TSHB,Gene,4,Gene
1106,BAX,Gene,49,Gene
1107,CCAR2,Gene,6,Gene
1108,CFTR,Gene,91,Gene
1109,ACADM,Gene,2,Gene
1110,LRRK2,Gene,71,Gene
1111,PTGS2,Gene,11,Gene
1112,TNFAIP3,Gene,7,Gene
1113,MCM8,Gene,2,Gene
1114,MCM9,Gene,1,Gene
1115,GRM7,Gene,7,Gene
1116,DIRAS3,Gene,16,Gene
1117,SLPI,Gene,6,Gene
1118,LYZ,Gene,10,Gene
1119,CCN1,Gene,24,Gene
1120,YAP1,Gene,25,Gene
1121,NR1D1,Gene,2,Gene
1122,THRA,Gene,4,Gene
1123,KLF2,Gene,12,Gene
1124,HSPA5,Gene,9,Gene
1125,DDIT3,Gene,13,Gene
1126,PGK1,Gene,5,Gene
1127,PGK2,Gene,2,Gene
1128,TGFBR1,Gene,6,Gene
1129,MAP1LC3A,Gene,19,Gene
1130,CTSB,Gene,12,Gene
1131,RARG,Gene,2,Gene
1132,IL1A,Gene,8,Gene
1133,MMP9,Gene,20,Gene
1134,REN,Gene,62,Gene
1135,ADAM17,Gene,3,Gene
1136,GPER1,Gene,17,Gene
1137,Sucrose,Carbohydrate,27,Carbohydrate
1138,Glycosaminoglycans,Carbohydrate,99,Carbohydrate
1139,Oxylipins,Lipid,19,Lipid
1140,Lipid Bilayers,Lipid,3,Lipid
1141,Trans Fatty Acids,Lipid,11,Lipid
1142,Cholestanol,Lipid,4,Lipid
1143,Tetrodotoxin,Toxin,1,Toxin
1144,Muscimol,Toxin,1,Toxin
1145,rs3755166,Mutation,2,Mutation
1146,rs2075252,Mutation,2,Mutation
1147,rs4668123,Mutation,2,Mutation
1148,Silicosis,Disease,16,Disease
1149,"Pregnancy Complications, Infectious",Disease,17,Disease
1150,Diverticular Diseases,Disease,25,Disease
1151,Xerostomia,Disease,192,Disease
1152,Respiratory Insufficiency,Disease,357,Disease
1153,Brain Injuries,Disease,147,Disease
1154,"Carcinoma, Small Cell",Disease,16,Disease
1155,Acute Pain,Disease,38,Disease
1156,Urologic Neoplasms,Disease,9,Disease
1157,Hemophilia A,Disease,257,Disease
1158,"Blood Coagulation Disorders, Inherited",Disease,24,Disease
1159,Hyperalgesia,Disease,46,Disease
1160,Wasting Syndrome,Disease,12,Disease
1161,"Limb Deformities, Congenital",Disease,22,Disease
1162,"Muscular Dystrophy, Duchenne",Disease,281,Disease
1163,"Fractures, Open",Disease,68,Disease
1164,Liver Diseases,Disease,420,Disease
1165,Fatty Liver,Disease,211,Disease
1166,Adenomatous Polyps,Disease,7,Disease
1167,Precancerous Conditions,Disease,21,Disease
1168,Hip Dislocation,Disease,15,Disease
1169,"Granuloma, Plasma Cell",Disease,1,Disease
1170,Mesenteric Vascular Occlusion,Disease,27,Disease
1171,Femoral Fractures,Disease,62,Disease
1172,Sarcoidosis,Disease,44,Disease
1173,Cheilitis,Disease,4,Disease
1174,Fibroma,Disease,7,Disease
1175,"Tachycardia, Ventricular",Disease,57,Disease
1176,Hyperplasia,Disease,103,Disease
1177,Liver Cirrhosis,Disease,224,Disease
1178,Aortic Diseases,Disease,107,Disease
1179,Azoospermia,Disease,13,Disease
1180,Ventricular Fibrillation,Disease,142,Disease
1181,Tetany,Disease,44,Disease
1182,Glomerulonephritis,Disease,162,Disease
1183,Digestive System Neoplasms,Disease,42,Disease
1184,Hydrocephalus,Disease,132,Disease
1185,Cryoglobulinemia,Disease,4,Disease
1186,"Mastocytosis, Systemic",Disease,206,Disease
1187,Factor XII Deficiency,Disease,3,Disease
1188,"Hip Dislocation, Congenital",Disease,35,Disease
1189,Pneumococcal Infections,Disease,202,Disease
1190,Joint Dislocations,Disease,13,Disease
1191,Liver Neoplasms,Disease,67,Disease
1192,Lymphatic Diseases,Disease,29,Disease
1193,Severe Acute Respiratory Syndrome,Disease,53,Disease
1194,Polycystic Kidney Diseases,Disease,40,Disease
1195,Eye Abnormalities,Disease,27,Disease
1196,"Fractures, Compression",Disease,21,Disease
1197,"Hematoma, Subdural, Acute",Disease,23,Disease
1198,Cushing Syndrome,Disease,70,Disease
1199,"Cardiomyopathy, Hypertrophic",Disease,304,Disease
1200,Gastritis,Disease,64,Disease
1201,Cachexia,Disease,226,Disease
1202,Disorders of Excessive Somnolence,Disease,47,Disease
1203,Restless Legs Syndrome,Disease,67,Disease
1204,"Constriction, Pathologic",Disease,132,Disease
1205,Uterine Cervicitis,Disease,37,Disease
1206,Cholecystitis,Disease,39,Disease
1207,"Cholecystitis, Acute",Disease,41,Disease
1208,Gallstones,Disease,108,Disease
1209,Hypoproteinemia,Disease,10,Disease
1210,Lipoma,Disease,35,Disease
1211,Dysentery,Disease,16,Disease
1212,Arteritis,Disease,55,Disease
1213,Radiculopathy,Disease,36,Disease
1214,Bacteremia,Disease,115,Disease
1215,Oculocerebrorenal Syndrome,Disease,83,Disease
1216,"Hematoma, Subdural",Disease,49,Disease
1217,Soft Tissue Infections,Disease,13,Disease
1218,Learning Disabilities,Disease,69,Disease
1219,Hypokinesia,Disease,113,Disease
1220,Tremor,Disease,170,Disease
1221,Aortic Arch Syndromes,Disease,23,Disease
1222,Muscle Rigidity,Disease,128,Disease
1223,Bursitis,Disease,14,Disease
1224,Thrombophlebitis,Disease,9,Disease
1225,Thrombosis,Disease,503,Disease
1226,Gitelman Syndrome,Disease,5,Disease
1227,Chondrocalcinosis,Disease,21,Disease
1228,Magnesium Deficiency,Disease,12,Disease
1229,Critical Illness,Disease,246,Disease
1230,Pelvic Organ Prolapse,Disease,1,Disease
1231,Narcolepsy,Disease,21,Disease
1232,Pelvic Pain,Disease,15,Disease
1233,Fistula,Disease,86,Disease
1234,Substance-Related Disorders,Disease,99,Disease
1235,"Wounds, Nonpenetrating",Disease,21,Disease
1236,Retinal Arterial Macroaneurysm,Disease,16,Disease
1237,Purpura Fulminans,Disease,6,Disease
1238,Peripheral Nervous System Diseases,Disease,140,Disease
1239,"Keratitis, Dendritic",Disease,13,Disease
1240,Dehydration,Disease,130,Disease
1241,Pre-Eclampsia,Disease,17,Disease
1242,Catatonia,Disease,3,Disease
1243,Cross Infection,Disease,88,Disease
1244,"Pneumonia, Aspiration",Disease,112,Disease
1245,Uterine Cervical Neoplasms,Disease,27,Disease
1246,Gastrointestinal Stromal Tumors,Disease,21,Disease
1247,Shock,Disease,139,Disease
1248,Orbital Neoplasms,Disease,6,Disease
1249,Encephalitis,Disease,62,Disease
1250,Essential Tremor,Disease,38,Disease
1251,"Shock, Cardiogenic",Disease,50,Disease
1252,Paraplegia,Disease,47,Disease
1253,Mitral Valve Insufficiency,Disease,69,Disease
